Timestamp,Questão 1 - Você trabalha como:,Questão 2 - Qual a sua idade?,Questão 3 - Quanto tempo você tem de experiência profissional?,Questão 4 - Você trabalha com?,Questão 5 - Qual o tamanho da empresa onde trabalha (ou da qual é dono)?,Questão 6 - Há quanto tempo você passou a trabalhar de forma 100% remota devido à pandemia?,"Questão 7 - Após migrar para remoto, você está agora trabalhando:",Questão 8 - Você considera que sua produtividade nesse período:,"Questão 9 - SE  considera que  sua produtividade AUMENTOU, marque os motivos (você pode marcar mais de um item):","Questão 10 - SE considera que a sua produtividade DIMINUIU, marque os motivos (você pode marcar mais de um item):",Questão 11 - Quais ferramentas de comunicação você PASSOU a usar para trabalho remoto (pode-se responder mais de uma ferramenta; mas apenas aquelas que não usava com frequência antes):,Questão 12 - Qual é o processo de desenvolvimento usado por sua empresa?,"Questão 13 - Quais as principais mudanças que ocorreram nesse processo de desenvolvimento para facilitar o trabalho remoto? (exemplo: eventos que, possivelmente, foram remodelados, como daily meetings)",Questão 13 CURADA,Q13 - Categorias,Questão 14 - Alguma prática de programação adotada na sua empresa foi afetada? (exemplo: pair programming),Questão 15 - A sua empresa recomenda que você sempre fique online durante o horário de trabalho?,Questão 16 - A sua empresa passou a adotar alguma nova política ou ferramenta para acompanhar a sua produtividade?,"Questão 16a - Se respondeu SIM à pergunta anterior, por favor explique sua resposta.",Questão 17 - A empresa forneceu o equipamento necessário para você trabalhar de casa?,"Questão 18 - Após a pandemia, se pudesse escolher, você gostaria de continuar trabalhando remotamente?","Se quiser, deixe aqui qualquer comentário ou sugestão:"
4/7/2020 10:33:47,Desenvolvedor ou equivalente,menos de 30 anos,entre 2 e 5 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 3 semanas,O mesmo número de horas diárias que antes da pandemia.,Diminuiu,,Não consigo manter o foco e me distraio com outras atividades.,"Slack, Zoom","Ágil (exemplo: Scrum, Kanban ou outro método ágil)",Horários mais flexiveis,Nenhuma,,Não,Sim,Sim,Um formulario de acompanhamento Diario,Sim,"Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente",
4/7/2020 10:35:12,Desenvolvedor ou equivalente,menos de 30 anos,entre 2 e 5 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 4 semanas (ou mais),O mesmo número de horas diárias que antes da pandemia.,Continuou a mesma,,,Nenhuma,"Ágil (exemplo: Scrum, Kanban ou outro método ágil)",manter uma call do Zoom ativa sempre que o time não tiver outras reuniões para facilitar comunicação; happy hours virtuais pra aumentar integração,manter uma call do Zoom ativa sempre que o time não tiver outras reuniões para facilitar comunicação; happy hours virtuais pra aumentar integração,Comunicação,Não,Sim,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente",
4/7/2020 10:42:28,Desenvolvedor ou equivalente,menos de 30 anos,entre 2 e 5 anos,"Carteira assinada, em tempo integral",Entre 10 e 50 funcionários,Cerca de 4 semanas (ou mais),Mais horas por dia,Diminuiu,,"Não consigo manter o foco e me distraio com outras atividades., Questões emocionais relacionadas à COVID-19 que tiram o foco.",Discord,"Ágil (exemplo: Scrum, Kanban ou outro método ágil)",Não tivemos mudança. Na minha empresa temos 1 pessoa que é 100% remota antes mesmo da pandemia. Então o fluxo de trabalho continua igual.,Nenhuma,,Não,Sim,Não,,Sim,"Sim, gostaria de continuar de forma totalmente remota","Eu já pretendia trabalhar 100% remoto a partir do ano que vem (já é um combinado com a empresa que eu trabalho) e, antes da pandemia, eu já trabalhava parcialmente remoto."
4/7/2020 10:57:15,Desenvolvedor ou equivalente,entre 30 e 45 anos,mais de 10 anos,Dono da própria empresa,Menos de 10 funcionários,Cerca de 3 semanas,O mesmo número de horas diárias que antes da pandemia.,Aumentou,"conscientização, receio de perda de contratos",,"Microsoft Teams, teamviewer","Ágil (exemplo: Scrum, Kanban ou outro método ágil)","já faziamos presencialmente, apenas naturalmente passamos a fazer via internet (reuniões de alinhamento e pair programming)",Nenhuma,,incentivo maior ao pair programming,Sim,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MENOR parte do tempo remotamente",
4/7/2020 11:02:09,Desenvolvedor ou equivalente,menos de 30 anos,menos de 2 anos,Estagiário,Mais de 100 funcionários,Cerca de 4 semanas (ou mais),O mesmo número de horas diárias que antes da pandemia.,Aumentou,"Maior conforto em casa do que no trabalho., Tenho melhores recursos de hardware/software em casa do que no trabalho.",,Microsoft Teams,"Ágil (exemplo: Scrum, Kanban ou outro método ágil)","Dailies e outras reuniões são agora realizadas por chamadas de voz no teams, assim como contatos com clientes e eventos de disseminação de conhecimento internos da empresa.",Nenhuma,,"Costumamos fazer validação em dupla do código, com essas mudanças, passamos a fazer a validação pelo Microsoft Teams, em chamadas de voz com compartilhamento da tela do computador.",Não,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MENOR parte do tempo remotamente",
4/7/2020 11:08:10,Desenvolvedor ou equivalente,menos de 30 anos,entre 2 e 5 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 4 semanas (ou mais),O mesmo número de horas diárias que antes da pandemia.,Diminuiu,,"Maior dificuldade de comunicação com as pessoas., Não consigo manter o foco e me distraio com outras atividades., Muitas interrupções de outros membros da família (crianças, cônjuge, etc)., Lentidão ou falhas de conexão no acesso aos sistemas, servidores e outros recursos de rede via Internet.",Microsoft Teams,"Ágil (exemplo: Scrum, Kanban ou outro método ágil)",NA,Nenhuma,,Não,Sim,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MENOR parte do tempo remotamente",
4/7/2020 11:27:11,Desenvolvedor ou equivalente,menos de 30 anos,menos de 2 anos,Estágio,Mais de 100 funcionários,Cerca de 3 semanas,O mesmo número de horas diárias que antes da pandemia.,Diminuiu,,"Maior dificuldade de comunicação com as pessoas., Lentidão ou falhas de conexão no acesso aos sistemas, servidores e outros recursos de rede via Internet.","Google Hangouts, Microsoft Teams","Ágil (exemplo: Scrum, Kanban ou outro método ágil)",Principalmente a alteração de todos os ritos para forma remota.,Nenhuma,,"Sim, validação de estórias agora é feita de forma online.",Sim,Não,,Sim,"Não, eu gostaria de voltar a trabalhar de forma presencial",
4/7/2020 11:31:20,Desenvolvedor ou equivalente,menos de 30 anos,entre 5 e 10 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 4 semanas (ou mais),O mesmo número de horas diárias que antes da pandemia.,Continuou a mesma,,,Amazon Chime,"Ágil (exemplo: Scrum, Kanban ou outro método ágil)",Reuniões passaram a ser por videoconferência,Nenhuma,,Não,Sim,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MENOR parte do tempo remotamente",
4/7/2020 11:32:12,Testador,entre 30 e 45 anos,entre 5 e 10 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 4 semanas (ou mais),O mesmo número de horas diárias que antes da pandemia.,Aumentou,"Menos interrupções ao longo do dia, Menos stress e tempo perdido no deslocamento para o trabalho",,"Nenhum, continuamos usando as mesmas ferramentas que utilizávamos antes (Slack e Bluejeans).","Ágil (exemplo: Scrum, Kanban ou outro método ágil)",Todas as reuniões que eram presenciais passaram a ser online e a empresa enviou cadeira e monitor para melhorar o desempenho.,Nenhuma,,"Pouco, a comunicação online está funcionando muito bem.",Sim,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente",
4/7/2020 11:42:19,Engenheiro,entre 30 e 45 anos,mais de 10 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 3 semanas,Mais horas por dia,Aumentou,"Menos interrupções ao longo do dia, Me sinto mais motivado","Os horários de trabalho da equipe não coincidem, dificultando a colaboração., Quantidade muito grande de reuniões para alongamento de equipe",Microsoft Teams,Waterfall (cascata) ou equivalente,Muitas reuniões de alinhamento com as diversas equipes,Muitas reuniões de alinhamento com as diversas equipes,Reunião,Não,Não,Não,,Não,"Parcialmente, eu gostaria de trabalhar a MENOR parte do tempo remotamente",
4/7/2020 11:54:27,Cientista de Dados ou similar,menos de 30 anos,entre 2 e 5 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 3 semanas,Mais horas por dia,Diminuiu,,"Não consigo manter o foco e me distraio com outras atividades., Tenho melhores recursos de hardware/software no trabalho do que em casa., Lentidão ou falhas de conexão no acesso aos sistemas, servidores e outros recursos de rede via Internet.","Google Hangouts, Slack, WhatsApp","Ágil (exemplo: Scrum, Kanban ou outro método ágil)","Standups passaram a ser mais rigorosos e em horários fixos, incorporando um aspecto de daily meetings/checkin. Vários canais de comunicação foram criados para todos os projetos e toda a comunicação agora é centralizada.","Standups passaram a ser mais rigorosos e em horários fixos, incorporando um aspecto de daily meetings/checkin. Vários canais de comunicação foram criados para todos os projetos e toda a comunicação agora é centralizada.",Reunião,Não,Sim,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MENOR parte do tempo remotamente",
4/7/2020 11:56:19,Desenvolvedor ou equivalente,entre 30 e 45 anos,mais de 10 anos,"Carteira assinada, em tempo integral",Entre 10 e 50 funcionários,Cerca de 4 semanas (ou mais),O mesmo número de horas diárias que antes da pandemia.,Aumentou,"Menos interrupções ao longo do dia, Menos stress e tempo perdido no deslocamento para o trabalho, Maior conforto em casa do que no trabalho.",,Discord,"Ágil (exemplo: Scrum, Kanban ou outro método ágil)",Mais definicoes por escrito,Mais definicoes por escrito,Documentação,Não,Não,Não,,Sim,"Sim, gostaria de continuar de forma totalmente remota",
4/7/2020 12:00:53,Desenvolvedor ou equivalente,entre 30 e 45 anos,entre 5 e 10 anos,"Carteira assinada, em tempo integral",Entre 10 e 50 funcionários,Cerca de 2 semanas,O mesmo número de horas diárias que antes da pandemia.,Aumentou,Menos interrupções ao longo do dia,,"Google Hangouts, WhatsApp, Zoom, Discord","Ágil (exemplo: Scrum, Kanban ou outro método ágil)","Adaptamos todas as cerimônias do Scrum para uma versão online, todas estão funcionando bem.",Nenhuma,,Não,Não,Não,,Não,"Não, eu gostaria de voltar a trabalhar de forma presencial","Eu preferiria trabalhar presencial porque apesar de o trabalho remoto ter aumentado um pouco a minha produtividade, a minha qualidade de vida no trabalho caiu drasticamente! Sinto dores de cabeça e muitas vezes me sinto isolado e desmotivado!"
4/7/2020 12:01:49,Product owner ou equivalente,entre 30 e 45 anos,entre 5 e 10 anos,"Carteira assinada, em tempo integral",Entre 51 e 100 funcionários,Cerca de 4 semanas (ou mais),O mesmo número de horas diárias que antes da pandemia.,Aumentou,"Menos interrupções ao longo do dia, Maior conforto em casa do que no trabalho.",,Tandem,"Ágil (exemplo: Scrum, Kanban ou outro método ágil)",Mais meetings,Mais meetings,Reunião,Não,Sim,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente",
4/7/2020 12:02:15,Product owner ou equivalente,entre 30 e 45 anos,mais de 10 anos,Dono da própria empresa,Mais de 100 funcionários,Cerca de 2 semanas,Mais horas por dia,Aumentou,"Menos stress e tempo perdido no deslocamento para o trabalho, Maior conforto em casa do que no trabalho.",,"Google Hangouts, Slack, WhatsApp","Ágil (exemplo: Scrum, Kanban ou outro método ágil)","Reuniões diárias com minha participação (nem sempre participava de todos por conta de outras funções), conversas mais frequentes com todos, mais revisões sobre os artefatos produzidos.","Reuniões diárias com minha participação (nem sempre participava de todos por conta de outras funções), conversas mais frequentes com todos, mais revisões sobre os artefatos produzidos.",Reunião,Não,Sim,Não,,Não,"Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente",
4/7/2020 12:03:18,Desenvolvedor ou equivalente,entre 30 e 45 anos,mais de 10 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 3 semanas,O mesmo número de horas diárias que antes da pandemia.,Continuou a mesma,,,Zoom,"Ágil (exemplo: Scrum, Kanban ou outro método ágil)",Uso continuo do zoom e teams para calls.,Nenhuma,,"Um pouco, mas utilizando recurso de compartilhamento de tela auxilia bastante.",Não,Não,,Não,"Parcialmente, eu gostaria de trabalhar a MENOR parte do tempo remotamente",
4/7/2020 12:08:33,Gerente de projeto digital,menos de 30 anos,entre 5 e 10 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 3 semanas,Mais horas por dia,Diminuiu,,"Maior dificuldade de comunicação com as pessoas., Não tenho acesso a todos os recursos remotamente (por políticas de segurança, por ex.)","Google Hangouts, Slack, WhatsApp, Devops azure","Ágil (exemplo: Scrum, Kanban ou outro método ágil)","Alinhamentos diários com diretoria, além da daily com meu time de dev. Isso diminuiu muito a minha produtividade: são tradicionais e que só conhecem o ""slogan"" do ágil - dobro na metade do tempo - e nada mais. Exigem cronogramas em project, microgerenciam, reuniões longas e exigência de plano de ação. Um híbrido que frustra, estressa e desmotiva a equipe. ","Alinhamentos diários com diretoria, além da daily com meu time de dev. Isso diminuiu muito a minha produtividade: são tradicionais e que só conhecem o ""slogan"" do ágil - dobro na metade do tempo - e nada mais. Exigem cronogramas em project, microgerenciam, reuniões longas e exigência de plano de ação. Um híbrido que frustra, estressa e desmotiva a equipe. ",Reunião,Não,Sim,Sim,Reuniões diárias com gestão 1.0. terrível,Sim,"Parcialmente, eu gostaria de trabalhar a MENOR parte do tempo remotamente",
4/7/2020 12:14:10,Desenvolvedor ou equivalente,entre 30 e 45 anos,mais de 10 anos,Opção 1 mas não está funcionando no formulário. Ela está inativa,Mais de 100 funcionários,Cerca de 3 semanas,Mais horas por dia,Diminuiu,,"Maior dificuldade de comunicação com as pessoas., Não consigo manter o foco e me distraio com outras atividades.",WhatsApp,"Ágil (exemplo: Scrum, Kanban ou outro método ágil)","Reforçaram os processos, definição de alguns padrões que antes não existiam, rituais do scrum remodelados.","Reforçaram os processos, definição de alguns padrões que antes não existiam, rituais do scrum remodelados.",Documentação,Não,Sim,Não,,Não,"Sim, gostaria de continuar de forma totalmente remota",
4/7/2020 12:15:57,Desenvolvedor ou equivalente,entre 30 e 45 anos,entre 5 e 10 anos,"Carteira assinada, em tempo integral",Entre 10 e 50 funcionários,Cerca de 3 semanas,O mesmo número de horas diárias que antes da pandemia.,Aumentou,"Menos stress e tempo perdido no deslocamento para o trabalho, Maior conforto em casa do que no trabalho.",,Discord,"Ágil (exemplo: Scrum, Kanban ou outro método ágil)","Criadas reuniões de convívio no inicio e final do dia, mais reuniões obrigatórias  com camera","Criadas reuniões de convívio no inicio e final do dia, mais reuniões obrigatórias  com camera",Reunião,Não,Sim,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente",
4/7/2020 12:21:37,Desenvolvedor ou equivalente,entre 30 e 45 anos,mais de 10 anos,"Carteira assinada, em tempo integral",Mais de 100 funcionários,Cerca de 4 semanas (ou mais),Mais horas por dia,Aumentou,"Menos stress e tempo perdido no deslocamento para o trabalho, Me sinto mais motivado, Maior conforto em casa do que no trabalho.",,"Google Hangouts, WhatsApp, Zoom","Ágil (exemplo: Scrum, Kanban ou outro método ágil)",reuniões remotas,Nenhuma,,Não,Sim,Não,,Não,"Sim, gostaria de continuar de forma totalmente remota",
4/7/2020 12:31:40,Cientista de Dados ou similar,menos de 30 anos,entre 5 e 10 anos,"Carteira assinada, em tempo integral",Entre 51 e 100 funcionários,Cerca de 3 semanas,O mesmo número de horas diárias que antes da pandemia.,Aumentou,"Menos interrupções ao longo do dia, Menos stress e tempo perdido no deslocamento para o trabalho",,"Zoom, Discord",caótico,planilha de acompanhamento de atividades diárias por escrito,planilha de acompanhamento de atividades diárias por escrito,Documentação,Não,Sim,Sim,"Monday, excel",Não,"Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente","foram feitas poucas perguntas quanto aos ""dumb resources"" disponíveis em casa. não são todas as pessoas que tem monitores, cadeiras, impressoras ou mesmo mesas. tenho um colega trabalhando na cama porque não tem uma mesa ou cadeiras em casa"
4/7/2020 12:35:18,Desenvolvedor ou equivalente,menos de 30 anos,menos de 2 anos,Carteira assinada mas só 30 horas por semana,Entre 51 e 100 funcionários,Cerca de 3 semanas,Mais horas por dia,Aumentou,"Menos interrupções ao longo do dia, Menos stress e tempo perdido no deslocamento para o trabalho, Me sinto mais motivado",,"A equipe ja era distribuída, entao ja usávamos Slack Hangouts e Whatsapp","Ágil (exemplo: Scrum, Kanban ou outro método ágil)",Todas as reuniões tiverem que passar a ser feitas via hangouts,Nenhuma,,Ficou mais difícil tirar dúvidas com outros devs. Lá Não adotamos práticas de programação em grupo,Sim,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente",
4/7/2020 12:36:41,Desenvolvedor ou equivalente,entre 30 e 45 anos,mais de 10 anos,"Carteira assinada, em tempo integral",Entre 51 e 100 funcionários,Cerca de 3 semanas,Mais horas por dia,Aumentou,"Menos interrupções ao longo do dia, Menos stress e tempo perdido no deslocamento para o trabalho, Me sinto mais motivado",,Microsoft Teams,"Ágil (exemplo: Scrum, Kanban ou outro método ágil)",nenhum,Nenhuma,,Não,Sim,Não,,Sim,"Parcialmente, eu gostaria de trabalhar a MAIOR parte do tempo remotamente",
4/7/2020 12:37:11,Desenvolvedor ou equivalente,entre 30 e 45 anos,mais de 10 anos,Autônomo,Entre 10 e 50 funcionários,Cerca de 4 semanas (ou mais),Menos horas por dia,Aumentou,"Menos interrupções ao longo do dia, Me sinto mais motivado",,Discord,"Ágil (exemplo: Scrum, Kanban ou outro método ágil)","Com o discord, aumentamos a comunicação por voz; Com reuniões no começo e final do dia, mantemos o bate-papo informal com as pessoas","Com o discord, aumentamos a comunicação por voz; Com reuniões no começo e final do dia, mantemos o bate-papo informal com as pessoas",Comunicação,Não,Não,Não,,Sim,"Sim, gostaria de continuar de forma totalmente remota",
